Geo__geoid_,Geo_qname,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,SE_A14006_001,SE_A14008_001,SE_B10060_001,SE_B10060_002,SE_B10060_003,SE_B18002_001,SE_B18002_002,SE_B18002_003,SE_B10040_001,SE_B10040_002,SE_B10040_003,SE_A10038_001,SE_A10038_002,SE_A10038_003,SE_A10038_004,SE_A10038_005,SE_A10038_006,SE_A10038_007,SE_A10038_008,SE_A10038_009,SE_A10038_010,SE_A10038_011,SE_A13004_001,SE_A13004_002,SE_A13004_003,SE_A13004_004,SE_A13004_005,SE_A13004_006,SE_A13004_007
"06081607701","Census Tract 6077.01, San Mateo County, California","CA",140,0,,,,6,81,,,607701,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081607701","Census Tract 6077.01, San Mateo County, California",,,6,4472,4472,1411,58,38,1263,448,571,683,4472,3374,1165,58,0,1263,448,46,394,1098,246,0,38,0,0,525,289,1411,22,9,10,45,67,22,9,31,67,42,65,114,141,51,247,469,150875,159239.47554925585,866,309,557,545,125,155,866,239,151,545,0,0,0,34,116,0,11,37,347,0,4459,160,20,133,733,94,3319
"06081607702","Census Tract 6077.02, San Mateo County, California","CA",140,0,,,,6,81,,,607702,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081607702","Census Tract 6077.02, San Mateo County, California",,,6,3038,3038,1120,25,5,653,401,542,292,3038,2008,814,25,5,653,401,36,74,1030,306,0,0,0,0,506,218,807,15,45,17,8,27,6,8,4,8,0,70,50,52,86,166,245,150987,197211.0285006196,648,210,438,159,60,34,648,321,160,159,0,0,0,0,0,30,0,0,129,0,3033,299,116,64,13,118,2423
"06081607800","Census Tract 6078, San Mateo County, California","CA",140,0,,,,6,81,,,607800,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081607800","Census Tract 6078, San Mateo County, California",,,6,3564,3564,1649,107,5,1195,0,245,363,3564,2954,1389,107,5,1195,0,49,209,610,260,0,0,0,0,196,154,1139,25,0,0,48,0,0,0,35,41,21,27,91,62,48,138,603,212934,241604.74100087796,1060,419,641,79,26,10,1060,361,110,79,0,0,0,0,0,0,0,0,79,0,3513,87,64,115,22,14,3211
"06081607900","Census Tract 6079, San Mateo County, California","CA",140,0,,,,6,81,,,607900,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081607900","Census Tract 6079, San Mateo County, California",,,6,2986,2986,1594,117,0,950,0,70,255,2986,2783,1472,117,0,950,0,24,220,203,122,0,0,0,0,46,35,1718,46,81,40,31,42,16,40,22,36,58,84,138,114,166,294,510,139853,171980.2095459837,865,459,406,853,187,170,865,424,178,853,56,8,47,9,8,24,8,56,600,37,2986,77,35,44,107,44,2679
"06081608001","Census Tract 6080.01, San Mateo County, California","CA",140,0,,,,6,81,,,608001,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081608001","Census Tract 6080.01, San Mateo County, California",,,6,3539,3539,1783,30,0,1403,0,172,151,3539,3209,1587,30,0,1403,0,127,62,330,196,0,0,0,0,45,89,1435,22,78,0,21,8,0,49,13,36,48,54,54,71,117,171,693,195050,203568.01393728223,587,271,316,848,111,200,587,112,53,848,0,0,0,0,12,12,64,166,585,9,3539,191,91,0,18,140,3099
"06081608002","Census Tract 6080.02, San Mateo County, California","CA",140,0,,,,6,81,,,608002,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081608002","Census Tract 6080.02, San Mateo County, California",,,6,3539,3539,1333,11,0,1682,0,27,486,3539,3281,1290,11,0,1682,0,5,293,258,43,0,0,0,0,22,193,1300,29,0,22,0,0,33,24,8,20,43,128,39,47,40,115,752,226429,280122.76923076925,1048,417,631,252,21,82,1048,174,83,252,0,0,0,0,0,9,0,26,211,6,3539,49,36,0,12,127,3315
"06081608013","Census Tract 6080.13, San Mateo County, California","CA",140,0,,,,6,81,,,608013,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081608013","Census Tract 6080.13, San Mateo County, California",,,6,3778,3778,1252,83,0,2018,0,82,343,3778,3602,1161,83,0,2018,0,66,274,176,91,0,0,0,0,16,69,1379,60,0,0,14,21,0,17,47,16,27,37,135,79,126,221,579,164141,248408.70195794053,744,262,482,635,207,188,744,206,94,635,0,0,0,9,0,0,6,0,604,16,3778,208,0,59,11,88,3412
"06081608023","Census Tract 6080.23, San Mateo County, California","CA",140,0,,,,6,81,,,608023,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081608023","Census Tract 6080.23, San Mateo County, California",,,6,2288,2288,844,5,0,1219,0,105,115,2288,2124,830,5,0,1219,0,16,54,164,14,0,0,0,0,89,61,784,8,5,0,0,0,0,0,4,13,14,41,77,46,55,72,449,246750,298159.5663265306,672,223,449,112,12,35,672,133,68,112,0,0,0,0,0,0,8,7,97,0,2288,22,6,0,90,5,2165
"06081608024","Census Tract 6080.24, San Mateo County, California","CA",140,0,,,,6,81,,,608024,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081608024","Census Tract 6080.24, San Mateo County, California",,,6,3227,3227,1060,12,4,1948,0,33,170,3227,3176,1009,12,4,1948,0,33,170,51,51,0,0,0,0,0,0,1307,11,10,43,20,55,0,0,0,0,42,64,104,60,55,189,654,200125,248910.32899770467,808,301,507,499,15,119,808,273,93,499,0,0,0,0,0,0,30,11,420,38,3227,22,0,10,54,64,3077
"06081608025","Census Tract 6080.25, San Mateo County, California","CA",140,0,,,,6,81,,,608025,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081608025","Census Tract 6080.25, San Mateo County, California",,,6,6235,6235,1814,127,27,3908,19,21,319,6235,5941,1706,99,27,3908,19,0,182,294,108,28,0,0,0,21,137,2604,66,27,0,149,20,12,13,83,91,202,47,107,116,331,329,1011,155833,188445.73732718895,368,122,246,2236,468,516,368,49,15,2236,0,26,13,65,36,89,29,238,1665,75,6030,145,46,273,160,33,5373
"06081608100","Census Tract 6081, San Mateo County, California","CA",140,0,,,,6,81,,,608100,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081608100","Census Tract 6081, San Mateo County, California",,,6,3364,3364,817,114,24,1907,0,83,419,3364,3170,769,114,0,1907,0,6,374,194,48,0,24,0,0,77,45,1264,28,9,0,0,0,4,23,18,6,6,52,66,87,51,228,686,218125,253378.79746835443,877,296,581,387,51,45,877,137,59,387,0,0,0,0,0,7,54,73,246,7,3352,80,19,0,0,51,3202
"06081608200","Census Tract 6082, San Mateo County, California","CA",140,0,,,,6,81,,,608200,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081608200","Census Tract 6082, San Mateo County, California",,,6,3760,3760,1165,66,16,1545,27,202,739,3760,3165,1104,66,16,1528,27,25,399,595,61,0,0,17,0,177,340,1437,7,6,0,6,75,18,17,0,19,6,63,115,72,154,175,704,181625,232843.21503131525,793,318,475,644,153,60,793,261,124,644,0,0,0,0,21,46,43,9,521,4,3719,104,25,12,93,179,3306
"06081608300","Census Tract 6083, San Mateo County, California","CA",140,0,,,,6,81,,,608300,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081608300","Census Tract 6083, San Mateo County, California",,,6,3234,3234,797,56,0,2146,0,39,196,3234,3072,710,56,0,2145,0,30,131,162,87,0,0,1,0,9,65,1355,22,14,0,12,0,53,10,0,0,20,18,124,85,102,212,683,200417,298257.9335793358,684,201,483,671,89,132,684,150,77,671,0,0,0,0,14,0,121,106,423,7,3228,29,44,45,11,26,3073
"06081608400","Census Tract 6084, San Mateo County, California","CA",140,0,,,,6,81,,,608400,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081608400","Census Tract 6084, San Mateo County, California",,,6,4938,4938,1855,268,8,1627,0,946,234,4938,3917,1833,268,8,1627,0,114,67,1021,22,0,0,0,0,832,167,2018,148,0,0,0,0,40,38,33,37,94,76,63,281,137,268,803,158208,184803.22101090188,721,378,343,1297,196,240,721,334,276,1297,0,0,0,0,0,0,104,256,937,0,4843,287,0,21,148,70,4317
"06081608501","Census Tract 6085.01, San Mateo County, California","CA",140,0,,,,6,81,,,608501,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081608501","Census Tract 6085.01, San Mateo County, California",,,6,5038,5038,2033,74,22,1055,35,1296,523,5038,3197,1721,74,0,1055,35,45,267,1841,312,0,22,0,0,1251,256,1623,30,6,9,37,0,35,23,20,68,29,53,111,126,130,372,574,173345,209315.65003080716,944,495,449,679,202,146,944,212,85,679,0,0,0,0,9,142,178,26,314,10,5033,86,34,42,120,161,4590
"06081608502","Census Tract 6085.02, San Mateo County, California","CA",140,0,,,,6,81,,,608502,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081608502","Census Tract 6085.02, San Mateo County, California",,,6,2539,2539,1001,31,0,1042,26,66,373,2539,2221,934,31,0,1040,26,28,162,318,67,0,0,2,0,38,211,1139,97,7,0,7,22,11,0,0,0,110,54,55,149,113,186,328,137072,161358.99912203688,621,273,348,518,48,105,621,171,68,518,0,0,0,0,0,9,75,104,317,13,2531,170,0,89,23,150,2099
"06081608600","Census Tract 6086, San Mateo County, California","CA",140,0,,,,6,81,,,608600,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081608600","Census Tract 6086, San Mateo County, California",,,6,4666,4666,2158,103,0,1330,262,458,355,4666,3791,1939,103,0,1330,262,12,145,875,219,0,0,0,0,446,210,1953,65,0,157,69,27,10,26,29,51,76,112,95,191,160,218,667,142875,177123.39989759345,627,299,328,1326,374,214,627,198,76,1326,0,202,0,12,38,65,205,182,611,11,4657,199,56,191,266,207,3738
"06081608700","Census Tract 6087, San Mateo County, California","CA",140,0,,,,6,81,,,608700,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081608700","Census Tract 6087, San Mateo County, California",,,6,7101,7101,3830,158,47,2107,8,92,859,7101,6209,3403,131,47,2107,8,0,513,892,427,27,0,0,0,92,346,2738,44,27,12,73,38,0,42,10,0,79,131,109,98,146,347,1582,231400,290218.1519357195,1869,841,1028,869,137,226,1869,584,175,869,20,0,0,0,0,117,179,204,336,13,6793,134,0,97,114,153,6295
"06081608800","Census Tract 6088, San Mateo County, California","CA",140,0,,,,6,81,,,608800,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081608800","Census Tract 6088, San Mateo County, California",,,6,6050,6050,3568,59,0,1638,0,297,488,6050,5354,3123,59,0,1638,0,92,442,696,445,0,0,0,0,205,46,2024,0,6,11,0,12,0,21,0,44,14,17,76,100,129,158,1436,250001,343521.837944664,1811,1123,688,213,90,0,1811,299,99,213,0,0,0,0,0,25,0,20,168,0,6050,13,30,0,11,67,5929
"06081608900","Census Tract 6089, San Mateo County, California","CA",140,0,,,,6,81,,,608900,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081608900","Census Tract 6089, San Mateo County, California",,,6,7181,7181,3207,177,36,2443,0,506,812,7181,6205,3144,36,19,2420,0,99,487,976,63,141,17,23,0,407,325,2950,123,126,107,58,26,47,74,0,0,14,138,196,242,112,309,1378,189211,236831.11864406776,1046,638,408,1904,292,528,1046,182,139,1904,0,0,44,13,31,0,401,438,929,48,7118,688,0,115,239,342,5734
"06081609000","Census Tract 6090, San Mateo County, California","CA",140,0,,,,6,81,,,609000,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081609000","Census Tract 6090, San Mateo County, California",,,6,2786,2786,1379,92,0,640,77,232,366,2786,2374,1287,92,0,640,0,140,215,412,92,0,0,0,77,92,151,966,65,37,0,10,85,0,20,28,17,8,59,25,47,64,79,422,172571,237355.38302277433,636,363,273,330,33,56,636,181,125,330,62,0,0,0,8,55,127,0,55,23,2707,108,57,59,118,101,2264
"06081609100","Census Tract 6091, San Mateo County, California","CA",140,0,,,,6,81,,,609100,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081609100","Census Tract 6091, San Mateo County, California",,,6,1570,1570,749,6,16,486,5,131,177,1570,1323,711,6,2,486,0,4,114,247,38,0,14,0,5,127,63,559,19,0,9,0,20,25,0,22,6,17,20,53,22,29,32,285,224219,310600.5366726297,398,195,203,161,41,30,398,88,19,161,0,0,0,17,13,0,41,6,84,0,1570,70,1,0,19,112,1368
"06081609201","Census Tract 6092.01, San Mateo County, California","CA",140,0,,,,6,81,,,609201,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081609201","Census Tract 6092.01, San Mateo County, California",,,6,3494,3494,2181,12,0,671,244,106,280,3494,3209,2105,12,0,663,244,39,146,285,76,0,0,8,0,67,134,1414,15,6,0,20,51,23,37,27,24,39,66,52,138,134,178,604,185804,284703.74823196605,794,633,161,620,137,98,794,130,22,620,42,0,0,0,8,96,133,74,267,0,3479,25,81,11,8,82,3272
"06081609202","Census Tract 6092.02, San Mateo County, California","CA",140,0,,,,6,81,,,609202,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081609202","Census Tract 6092.02, San Mateo County, California",,,6,5030,5030,2518,72,24,1033,0,398,985,5030,4085,2398,72,0,1021,0,82,512,945,120,0,24,12,0,316,473,2202,76,11,8,76,16,0,0,72,19,24,66,123,364,192,182,973,168295,278081.6076294278,709,371,338,1493,204,277,709,246,65,1493,0,0,0,8,0,304,343,382,448,8,5030,312,16,27,306,63,4306
"06081609300","Census Tract 6093, San Mateo County, California","CA",140,0,,,,6,81,,,609300,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081609300","Census Tract 6093, San Mateo County, California",,,6,3423,3423,2160,0,0,628,0,211,424,3423,2925,2067,0,0,628,0,105,125,498,93,0,0,0,0,106,299,1156,0,8,0,31,8,30,30,9,0,59,45,42,95,32,54,713,243214,347448.5294117647,932,679,253,224,26,106,932,165,127,224,0,0,0,0,0,8,23,65,128,0,3364,50,14,0,94,79,3127
"06081609400","Census Tract 6094, San Mateo County, California","CA",140,0,,,,6,81,,,609400,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081609400","Census Tract 6094, San Mateo County, California",,,6,3414,3414,2065,20,0,679,0,74,576,3414,3168,2065,20,0,679,0,26,378,246,0,0,0,0,0,48,198,1051,4,8,0,0,0,13,20,0,11,9,30,11,31,53,151,710,250001,357878.68696479546,920,673,247,131,40,27,920,179,63,131,0,0,0,0,0,20,7,0,104,0,3414,10,0,18,110,21,3255
"06081609500","Census Tract 6095, San Mateo County, California","CA",140,0,,,,6,81,,,609500,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081609500","Census Tract 6095, San Mateo County, California",,,6,4971,4971,2944,34,13,1045,0,182,753,4971,4392,2804,34,0,1045,0,106,403,579,140,0,13,0,0,76,350,1683,18,0,8,7,17,0,9,18,9,84,103,58,83,49,169,1051,250001,360087.40344622696,1420,918,502,263,85,8,1420,237,131,263,0,0,0,0,10,36,74,19,115,9,4928,46,0,0,35,281,4566
"06081609601","Census Tract 6096.01, San Mateo County, California","CA",140,0,,,,6,81,,,609601,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081609601","Census Tract 6096.01, San Mateo County, California",,,6,3609,3609,2234,64,5,891,0,54,361,3609,3324,2189,64,5,891,0,0,175,285,45,0,0,0,0,54,186,1235,67,15,0,0,6,12,0,17,12,43,0,59,68,146,95,695,250001,375651.1740890688,940,654,286,295,64,85,940,194,62,295,0,0,0,0,0,29,89,38,139,0,3609,213,6,65,0,43,3282
"06081609602","Census Tract 6096.02, San Mateo County, California","CA",140,0,,,,6,81,,,609602,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081609602","Census Tract 6096.02, San Mateo County, California",,,6,1750,1750,1026,45,0,410,0,20,249,1750,1548,927,45,0,410,0,0,166,202,99,0,0,0,0,20,83,609,9,0,0,12,0,4,0,4,10,11,10,7,34,26,77,405,250001,330561.0837438424,496,277,219,113,47,17,496,40,27,113,0,0,0,0,0,0,0,38,66,9,1728,34,0,0,8,11,1675
"06081609603","Census Tract 6096.03, San Mateo County, California","CA",140,0,,,,6,81,,,609603,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081609603","Census Tract 6096.03, San Mateo County, California",,,6,4580,4580,3275,48,8,886,0,97,266,4580,4383,3230,48,8,869,0,36,192,197,45,0,0,17,0,61,74,1746,14,0,0,0,0,21,12,20,9,91,42,117,39,51,144,1186,250001,403268.2130584192,1485,1097,388,261,43,32,1485,308,111,261,0,49,0,15,0,0,10,39,148,0,4576,162,0,46,42,43,4283
"06081609700","Census Tract 6097, San Mateo County, California","CA",140,0,,,,6,81,,,609700,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081609700","Census Tract 6097, San Mateo County, California",,,6,4596,4596,3395,13,0,475,0,69,644,4596,4054,3272,13,0,475,0,0,294,542,123,0,0,0,0,69,350,1685,20,8,8,18,13,0,8,7,0,65,10,72,22,47,170,1217,250001,472631.75074183976,1561,1225,336,124,0,13,1561,397,155,124,0,0,4,0,13,0,0,0,107,0,4593,79,21,0,24,105,4364
"06081609800","Census Tract 6098, San Mateo County, California","CA",140,0,,,,6,81,,,609800,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081609800","Census Tract 6098, San Mateo County, California",,,6,4504,4504,2751,92,0,967,5,193,496,4504,3773,2442,92,0,967,5,23,244,731,309,0,0,0,0,170,252,1687,41,37,0,7,27,75,18,9,0,22,28,143,73,51,210,946,220625,287379.0160047421,1424,977,447,263,21,115,1424,415,128,263,0,0,0,0,0,53,36,0,174,0,4500,88,12,42,103,136,4119
"06081609900","Census Tract 6099, San Mateo County, California","CA",140,0,,,,6,81,,,609900,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081609900","Census Tract 6099, San Mateo County, California",,,6,2971,2971,2113,146,0,219,31,40,422,2971,2654,2039,146,0,219,31,26,193,317,74,0,0,0,0,14,229,1079,12,11,44,15,23,0,0,8,2,41,35,10,86,125,69,598,250001,328883.5959221501,850,678,172,229,24,143,850,240,123,229,0,0,0,0,0,0,26,0,203,0,2971,23,28,0,72,35,2813
"06081610000","Census Tract 6100, San Mateo County, California","CA",140,0,,,,6,81,,,610000,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081610000","Census Tract 6100, San Mateo County, California",,,6,4673,4673,2776,115,0,536,0,326,920,4673,3799,2710,62,0,536,0,27,464,874,66,53,0,0,0,299,456,1971,0,0,0,50,58,0,0,43,0,38,80,260,97,182,366,797,159316,233848.0466768138,753,536,217,1218,142,199,753,226,86,1218,8,25,0,0,9,138,296,251,491,0,4653,68,38,58,167,57,4265
"06081610100","Census Tract 6101, San Mateo County, California","CA",140,0,,,,6,81,,,610100,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081610100","Census Tract 6101, San Mateo County, California",,,6,2543,2543,1291,27,26,157,66,526,450,2543,1475,1085,8,0,155,66,13,148,1068,206,19,26,2,0,513,302,897,19,7,38,37,0,17,7,50,0,66,44,77,66,98,133,238,126767,172763.32218506132,418,316,102,479,62,185,418,105,30,479,5,0,0,56,7,60,186,29,133,3,2543,44,78,80,59,175,2107
"06081610201","Census Tract 6102.01, San Mateo County, California","CA",140,0,,,,6,81,,,610201,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081610201","Census Tract 6102.01, San Mateo County, California",,,6,5433,5433,1079,154,172,299,148,1643,1938,5433,1315,677,152,4,270,148,39,25,4118,402,2,168,29,0,1604,1913,1856,34,87,76,32,40,79,68,33,78,109,303,265,138,129,155,230,73472,119241.86422413791,367,98,269,1489,450,425,367,65,44,1489,0,50,128,27,25,165,427,376,253,38,5428,236,181,189,510,581,3731
"06081610202","Census Tract 6102.02, San Mateo County, California","CA",140,0,,,,6,81,,,610202,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081610202","Census Tract 6102.02, San Mateo County, California",,,6,4971,4971,2131,244,85,1629,14,497,371,4971,3948,1743,244,8,1629,14,102,208,1023,388,0,77,0,0,395,163,2501,52,65,24,131,38,18,8,0,9,64,168,116,121,191,428,1068,179052,226683.1667333067,55,31,24,2446,504,381,55,15,0,2446,62,51,44,16,38,27,277,114,1817,0,4468,88,337,105,108,134,3696
"06081610203","Census Tract 6102.03, San Mateo County, California","CA",140,0,,,,6,81,,,610203,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081610203","Census Tract 6102.03, San Mateo County, California",,,6,2815,2815,655,52,155,69,188,1293,403,2815,691,340,52,0,63,177,0,59,2124,315,0,155,6,11,1293,344,895,41,23,0,12,31,15,39,8,105,68,72,198,86,58,65,74,80438,94884.24581005589,80,22,58,815,271,262,80,34,29,815,0,0,0,5,15,169,271,171,180,4,2815,153,14,38,182,534,1894
"06081610302","Census Tract 6103.02, San Mateo County, California","CA",140,0,,,,6,81,,,610302,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081610302","Census Tract 6103.02, San Mateo County, California",,,6,4698,4698,1806,136,3,700,40,1191,822,4698,2238,1324,87,3,657,40,21,106,2460,482,49,0,43,0,1170,716,1592,50,7,0,0,0,7,0,96,40,106,93,198,112,108,164,611,139762,219513.9447236181,756,338,418,836,143,174,756,218,64,836,0,0,0,0,49,85,71,16,596,19,4579,232,25,43,419,538,3322
"06081610303","Census Tract 6103.03, San Mateo County, California","CA",140,0,,,,6,81,,,610303,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081610303","Census Tract 6103.03, San Mateo County, California",,,6,7125,7125,2894,49,29,3328,12,91,722,7125,6621,2675,49,29,3311,12,76,469,504,219,0,0,17,0,15,253,2830,26,66,16,14,138,19,14,91,13,26,112,103,159,162,237,1634,222632,288146.8551236749,1856,724,1132,974,209,199,1856,573,280,974,0,13,0,0,0,15,13,127,806,0,7125,94,0,81,41,192,6717
"06081610304","Census Tract 6103.04, San Mateo County, California","CA",140,0,,,,6,81,,,610304,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081610304","Census Tract 6103.04, San Mateo County, California",,,6,4495,4495,1927,9,0,1961,69,80,449,4495,4250,1890,9,0,1961,69,0,321,245,37,0,0,0,0,80,128,1787,56,29,6,55,0,0,40,69,0,27,23,104,165,109,159,945,211477,270990.26301063236,1180,671,509,607,49,132,1180,276,130,607,0,0,7,9,44,12,23,14,457,41,4495,138,49,0,136,81,4091
"06081610400","Census Tract 6104, San Mateo County, California","CA",140,0,,,,6,81,,,610400,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081610400","Census Tract 6104, San Mateo County, California",,,6,5768,5768,1313,61,466,557,129,1659,1583,5768,1789,989,61,13,473,129,8,116,3979,324,0,453,84,0,1651,1467,1457,56,0,22,5,33,28,64,8,70,8,47,330,157,99,186,344,114464,154882.01784488675,787,283,504,670,193,175,787,286,164,670,0,0,0,18,57,110,93,163,221,8,5690,551,15,35,1256,256,3577
"06081610500","Census Tract 6105, San Mateo County, California","CA",140,0,,,,6,81,,,610500,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081610500","Census Tract 6105, San Mateo County, California",,,6,4485,4485,1304,124,246,305,0,1735,771,4485,998,552,88,0,305,0,0,53,3487,752,36,246,0,0,1735,718,1311,77,0,16,0,102,17,55,20,71,11,126,230,65,86,165,270,84540,127736.53699466056,741,206,535,570,126,205,741,205,130,570,0,0,0,0,149,121,92,88,110,10,4485,367,27,524,43,156,3368
"06081610601","Census Tract 6106.01, San Mateo County, California","CA",140,0,,,,6,81,,,610601,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081610601","Census Tract 6106.01, San Mateo County, California",,,6,6133,6133,1373,18,42,288,0,2488,1924,6133,915,559,18,0,278,0,0,60,5218,814,0,42,10,0,2488,1864,1499,11,39,23,13,39,22,50,80,58,140,107,150,170,123,217,257,101017,128456.37091394264,424,91,333,1075,332,296,424,118,56,1075,0,0,44,64,77,135,350,117,288,0,6018,405,95,71,288,610,4549
"06081610602","Census Tract 6106.02, San Mateo County, California","CA",140,0,,,,6,81,,,610602,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081610602","Census Tract 6106.02, San Mateo County, California",,,6,2709,2709,1432,0,69,259,14,399,536,2709,1686,1271,0,0,259,0,8,148,1023,161,0,69,0,14,391,388,1031,21,34,15,17,18,33,26,8,6,58,9,96,69,89,89,443,165272,238618.0407371484,815,468,347,216,51,47,815,303,168,216,0,18,21,0,32,0,23,0,122,0,2709,66,69,63,71,59,2381
"06081610700","Census Tract 6107, San Mateo County, California","CA",140,0,,,,6,81,,,610700,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081610700","Census Tract 6107, San Mateo County, California",,,6,6064,6064,2314,117,82,1282,17,1436,816,6064,3819,2046,117,0,1282,17,84,273,2245,268,0,82,0,0,1352,543,1985,26,21,5,69,15,46,31,61,91,141,136,262,68,168,167,678,131708,197109.11838790932,915,466,449,1070,119,467,915,364,253,1070,0,18,0,0,15,61,215,318,443,0,6040,273,65,87,832,383,4400
"06081610800","Census Tract 6108, San Mateo County, California","CA",140,0,,,,6,81,,,610800,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081610800","Census Tract 6108, San Mateo County, California",,,6,4435,4435,1397,40,303,294,67,1367,967,4435,1376,940,32,0,294,67,16,27,3059,457,8,303,0,0,1351,940,1470,43,37,0,24,0,14,32,48,105,33,271,147,221,108,117,270,96591,132047.95918367346,209,155,54,1261,506,282,209,41,32,1261,11,0,0,0,4,153,290,393,410,0,4378,62,114,178,258,703,3063
